word,frequency,id
opinion,1,3304
conversation,1,3305
question,1,3306
answering,1,3307
summarization,1,3308
lunde,1,3309
ken,1,3310
cjkv,1,3311
vietnamese,1,3312
jkt,1,3313
singapore,1,3314
jurafsky,1,3315
linguistics,1,3316
manning,1,3317
schütze,1,3318
hinrich,1,3319
bird,1,3320
klein,1,3321
ewan,1,3322
loper,1,3323
edward,1,3324
toolkit,1,3325
COMP3133,1,3326
crmbased,1,3327
initiatives,1,3328
brand,1,3329
channel,1,3330
profitability,1,3331
buying,1,3332
profiling,1,3333
knowledgeenabled,1,3334
mobilizing,1,3335
personalization,1,3336
customization,1,3337
loyalty,1,3338
buttle,1,3339
francis,1,3340
maklan,1,3341
stan,1,3342
howson,1,3343
cindi,1,3344
unlock,1,3345
flory,1,3346
dsc,1,3347
baesens,1,3348
bart,1,3349
dietrich,1,3350
plachy,1,3351
realizes,1,3352
sanders,1,3353
nada,1,3354
turning,1,3355
chakraborty,1,3356
pagolu,1,3357
garla,1,3358
troyansky,1,3359
gibsont,1,3360
leichtwels,1,3361
bjork,1,3362
qlikview,1,3363
COMP3134,1,3364
accomplishment,1,3365
componentbased,1,3366
modelbased,1,3367
functionoriented,1,3368
objectedoriented,1,3369
line,1,3370
sommerville,1,3371
pressman,1,3372
jacobson,1,3373
rumbaugh,1,3374
unified,1,3375
bourque,1,3376
pierre,1,3377
dupuis,1,3378
COMP3211,1,3379
documenting,1,3380
cohesion,1,3381
coupling,1,3382
objectorientation,1,3383
charts,1,3384
creational,1,3385
modelviewcontroller,1,3386
pure,1,3387
smalltalk,1,3388
initial,1,3389
marked,1,3390
returned,1,3391
subsequent,1,3392
produce,1,3393
advised,1,3394
graded,1,3395
tutoriallabs,1,3396
lethbridge,1,3397
laganiere,1,3398
bennet,1,3399
mcrobb,1,3400
ray,1,3401
farmer,1,3402
COMP3222,1,3403
defects,1,3404
codebased,1,3405
mutation,1,3406
specificationbased,1,3407
partitioning,1,3408
automation,1,3409
defect,1,3410
gqm,1,3411
unit,1,3412
gui,1,3413
patton,1,3414
ron,1,3415
nguyen,1,3416
hung,1,3417
bob,1,3418
hackett,1,3419
jaskiel,1,3420
nina,1,3421
alpha,1,3422
ltd,1,3423
COMP3233,1,3424
execute,1,3425
nine,1,3426
monitor,1,3427
corrective,1,3428
preventive,1,3429
action,1,3430
charter,1,3431
costbenefit,1,3432
size,1,3433
wbs,1,3434
pbs,1,3435
cpa,1,3436
stakeholder,1,3437
conflict,1,3438
reward,1,3439
sizes,1,3440
closeout,1,3441
negotiation,1,3442
institute,1,3443
COMP3235,1,3444
browsers,1,3445
onetime,1,3446
passwords,1,3447
strong,1,3448
mqv,1,3449
hmqv,1,3450
exploits,1,3451
overflow,1,3452
corruption,1,3453
penetration,1,3454
rootkits,1,3455
malwares,1,3456
browser,1,3457
scripting,1,3458
forgery,1,3459
unvalidated,1,3460
redirects,1,3461
forwards,1,3462
broken,1,3463
misconfiguration,1,3464
sandboxing,1,3465
sidechannel,1,3466
browsing,1,3467
matt,1,3468
hoglund,1,3469
greg,1,3470
exploiting,1,3471
mann,1,3472
mitchell,1,3473
stuttard,1,3474
dafydd,1,3475
pinto,1,3476
marcus,1,3477
shari,1,3478
gollmann,1,3479
dieter,1,3480
COMP3334,1,3481
goal,1,3482
empowers,1,3483
cultivating,1,3484
commonly,1,3485
accepted,1,3486
confidentiality,1,3487
authorization,1,3488
discretionary,1,3489
mandatory,1,3490
fatm,1,3491
ntfs,1,3492
hfs,1,3493
disk,1,3494
mechanism,1,3495
prevent,1,3496
confidential,1,3497
searchable,1,3498
decentralized,1,3499
afyouni,1,3500
hassan,1,3501
basta,1,3502
zgola,1,3503
melissa,1,3504
COMP3335,1,3505
highlight,1,3506
truly,1,3507
proficient,1,3508
clientside,1,3509
googleapps,1,3510
exhibiting,1,3511
designated,1,3512
mind,1,3513
intergalactic,1,3514
asp,1,3515
servlet,1,3516
extensible,1,3517
dtd,1,3518
dom,1,3519
sax,1,3520
querying,1,3521
googleapi,1,3522
duckett,1,3523
html,1,3524
css,1,3525
jquery,1,3526
myers,1,3527
cut,1,3528
achyut,1,3529
kahate,1,3530
atul,1,3531
welling,1,3532
luke,1,3533
laura,1,3534
steelman,1,3535
andrea,1,3536
murachs,1,3537
COMP3421,1,3538
intuitive,1,3539
storing,1,3540
analysing,1,3541
audio,1,3542
haptic,1,3543
soundaudio,1,3544
entropy,1,3545
printing,1,3546
correctly,1,3547
understood,1,3548
friedland,1,3549
gerald,1,3550
ramesh,1,3551
acmmm,1,3552
tomm,1,3553
affective,1,3554
tac,1,3555
COMP3422,1,3556
webmobile,1,3557
COMP3423,1,3558
responsive,1,3559
shift,1,3560
impacted,1,3561
architectural,1,3562
adaptable,1,3563
linking,1,3564
backbone,1,3565
micro,1,3566
notifications,1,3567
smartcontextaware,1,3568
humancentered,1,3569
multimodal,1,3570
wearable,1,3571
infrastructures,1,3572
centric,1,3573
malcolm,1,3574
mccullough,1,3575
ground,1,3576
october,1,3577
greenfield,1,3578
everyware,1,3579
dawning,1,3580
dragan,1,3581
stojanovic,1,3582
enhanced,1,3583
mar,1,3584
poslad,1,3585
COMP3432,1,3586
layered,1,3587
directories,1,3588
accessing,1,3589
redirection,1,3590
creations,1,3591
parent,1,3592
osdriver,1,3593
characterblock,1,3594
converting,1,3595
simulating,1,3596
bnf,1,3597
phases,1,3598
symbol,1,3599
lam,1,3600
monica,1,3601
molay,1,3602
rago,1,3603
appel,1,3604
beck,1,3605
torczon,1,3606
cooperstein,1,3607
createspace,1,3608
corbet,1,3609
rubini,1,3610
kroahhartman,1,3611
COMP3438,1,3612
junior,1,3613
COMP3511,1,3614
prerequisitecorequisite,1,3615
practitioner,1,3616
audiences,1,3617
account,1,3618
likely,1,3619
grow,1,3620
COMP3512,1,3621
succeeds,1,3622
later,1,3623
gather,1,3624
seek,1,3625
creatively,1,3626
reasons,1,3627
humanities,1,3628
nonmba,1,3629
unfair,1,3630
hightech,1,3631
categories,1,3632
discontinuous,1,3633
targeting,1,3634
government,1,3635
fund,1,3636
staged,1,3637
considering,1,3638
deciding,1,3639
forprofit,1,3640
shares,1,3641
compensation,1,3642
entrepreneur,1,3643
brainstorm,1,3644
brainstorming,1,3645
toperson,1,3646
minutes,1,3647
pitch,1,3648
gives,1,3649
front,1,3650
valid,1,3651
score,1,3652
scores,1,3653
recommendations,1,3654
flourishes,1,3655
contain,1,3656
found,1,3657
inspiring,1,3658
recommended,1,3659
closed,1,3660
opened,1,3661
donald,1,3662
mollick,1,3663
ethan,1,3664
ideabook,1,3665
goventure,1,3666
httpwwwgoventurenetproductsaboutideabookaspx,1,3667
COMP3531,1,3668
contexts,1,3669
partners,1,3670
identified,1,3671
manpower,1,3672
elderly,1,3673
atrisk,1,3674
youths,1,3675
severe,1,3676
disabilities,1,3677
elders,1,3678
dementia,1,3679
incur,1,3680
classroomlearned,1,3681
gage,1,3682
sstudent,1,3683
anne,1,3684
colby,1,3685
ehrich,1,3686
beaumont,1,3687
stephens,1,3688
educating,1,3689
americas,1,3690
undergraduates,1,3691
COMP3911,1,3692
COMP3921,1,3693
COMP3924,1,3694
practiced,1,3695
arena,1,3696
interacting,1,3697
increasing,1,3698
cross,1,3699
institutional,1,3700
national,1,3701
seven,1,3702
consciousness,1,3703
congruence,1,3704
commitment,1,3705
controversy,1,3706
civility,1,3707
technologyfacilitated,1,3708
variability,1,3709
developmental,1,3710
ethnocentrism,1,3711
ethnorelativism,1,3712
authority,1,3713
collaborations,1,3714
soldering,1,3715
rwanda,1,3716
seminarsdiscussion,1,3717
forums,1,3718
linked,1,3719
teachers,1,3720
partnering,1,3721
allowed,1,3722
crossinstitutional,1,3723
genuine,1,3724
fellow,1,3725
institutions,1,3726
preapproved,1,3727
attachment,1,3728
projectattachment,1,3729
length,1,3730
hosted,1,3731
track,1,3732
regarding,1,3733
lettergrade,1,3734
expertise,1,3735
focusdiscipline,1,3736
teammates,1,3737
nclp,1,3738
author,1,3739
wendy,1,3740
wagner,1,3741
sherry,1,3742
turkle,1,3743
maurianne,1,3744
stylus,1,3745
hanges,1,3746
dorfman,1,3747
gupta,1,3748
societies,1,3749
thousand,1,3750
oaks,1,3751
bringing,1,3752
irving,1,3753
lucas,1,3754
mcmahon,1,3755
news,1,3756
COMP3S02,1,3757
electives,1,3758
decided,1,3759
places,1,3760
workintegrated,1,3761
placed,1,3762
placements,1,3763
COMP4000,1,3764
draft,1,3765
businessindustrial,1,3766
communicating,1,3767
still,1,3768
offered,1,3769
evening,1,3770
saturdays,1,3771
experiential,1,3772
COMP4001,1,3773
comprehending,1,3774
proofs,1,3775
prove,1,3776
ambiguity,1,3777
chomsky,1,3778
pumping,1,3779
extensions,1,3780
churchturing,1,3781
halting,1,3782
undecidable,1,3783
intractable,1,3784
polynomialspace,1,3785
primality,1,3786
quantum,1,3787
hopcroft,1,3788
motwani,1,3789
rajeev,1,3790
COMP4011,1,3791
thoroughly,1,3792
digest,1,3793
ssl,1,3794
echeck,1,3795
auctions,1,3796
labtutorial,1,3797
outland,1,3798
furche,1,3799
wrightson,1,3800
moss,1,3801
COMP4121,1,3802
mixed,1,3803
reality,1,3804
producing,1,3805
playability,1,3806
loops,1,3807
threads,1,3808
polygonal,1,3809
physicallybased,1,3810
result,1,3811
broader,1,3812
origins,1,3813
arcade,1,3814
consolebased,1,3815
station,1,3816
xbox,1,3817
switch,1,3818
pcbased,1,3819
handheld,1,3820
sociology,1,3821
players,1,3822
gaming,1,3823
cognitive,1,3824
quaternion,1,3825
interpolation,1,3826
lod,1,3827
photorealistic,1,3828
imagebased,1,3829
acceleration,1,3830
physics,1,3831
chasing,1,3832
evading,1,3833
flocking,1,3834
obstacle,1,3835
swarming,1,3836
opponent,1,3837
unity,1,3838
audios,1,3839
digitizer,1,3840
gender,1,3841
race,1,3842
youth,1,3843
violence,1,3844
playing,1,3845
facilities,1,3846
player,1,3847
rarent,1,3848
schell,1,3849
jesse,1,3850
art,1,3851
lenses,1,3852
COMP4122,1,3853
engineeringreengineering,1,3854
buildtime,1,3855
metamodel,1,3856
events,1,3857
container,1,3858
materialization,1,3859
compile,1,3860
omgs,1,3861
coalition,1,3862
jeston,1,3863
weskem,1,3864
boca,1,3865
raton,1,3866
der,1,3867
aalst,1,3868
hee,1,3869
paperback,1,3870
ficher,1,3871
leymann,1,3872
roller,1,3873
schael,1,3874
organisations,1,3875
emerald,1,3876
tods,1,3877
tkde,1,3878
cikm,1,3879
COMP4123,1,3880
vehicle,1,3881
route,1,3882
bin,1,3883
packing,1,3884
maximum,1,3885
multicommodity,1,3886
nonlinear,1,3887
optimal,1,3888
radio,1,3889
frequency,1,3890
elogistics,1,3891
exploit,1,3892
taha,1,3893
hamdy,1,3894
simchilevi,1,3895
chen,1,3896
bramel,1,3897
ballou,1,3898
roland,1,3899
logisticssupply,1,3900
COMP4125,1,3901
recap,1,3902
graduates,1,3903
horizon,1,3904
realm,1,3905
cobit,1,3906
coso,1,3907
edit,1,3908
computerassisted,1,3909
basel,1,3910
continuity,1,3911
simulations,1,3912
cisa,1,3913
crisc,1,3914
cissp,1,3915
cbk,1,3916
isc,1,3917
calder,1,3918
alan,1,3919
watkins,1,3920
isoiso,1,3921
whitman,1,3922
mattord,1,3923
herbert,1,3924
COMP4127,1,3925
inner,1,3926
cosine,1,3927
expansion,1,3928
relevance,1,3929
inverted,1,3930
phrasal,1,3931
proximity,1,3932
spidering,1,3933
ranking,1,3934
chowdhury,1,3935
facet,1,3936
grossman,1,3937
freider,1,3938
baezayates,1,3939
riberioneto,1,3940
grefenstette,1,3941
crosslanguage,1,3942
dorhrecht,1,3943
netherlands,1,3944
moffat,1,3945
gigabytes,1,3946
compressing,1,3947
california,1,3948
COMP4133,1,3949
cryptograph,1,3950
concerned,1,3951
stream,1,3952
des,1,3953
satndard,1,3954
watermark,1,3955
hidden,1,3956
annotation,1,3957
invisible,1,3958
signal,1,3959
pcalda,1,3960
fingerprint,1,3961
palmprint,1,3962
finger,1,3963
iris,1,3964
voice,1,3965
gesture,1,3966
multibiometrics,1,3967
internetintranet,1,3968
immigration,1,3969
naturalization,1,3970
eworld,1,3971
networked,1,3972
sidahmed,1,3973
abrams,1,3974
jajodia,1,3975
podell,1,3976
atkins,1,3977
proc,1,3978
icba,1,3979
icb,1,3980
COMP4134,1,3981
itenabled,1,3982
asset,1,3983
barrier,1,3984
frames,1,3985
modal,1,3986
logics,1,3987
ontology,1,3988
expert,1,3989
dss,1,3990
computerbased,1,3991
pool,1,3992
everyone,1,3993
bali,1,3994
wickramasinghe,1,3995
lehaney,1,3996
aronson,1,3997
hislop,1,3998
zilli,1,3999
damiani,1,4000
ceravolo,1,4001
ontologybased,1,4002
COMP4135,1,4003
uptodate,1,4004
emerged,1,4005
funding,1,4006
rewardsbased,1,4007
equitybased,1,4008
debt,1,4009
campaigns,1,4010
microfinance,1,4011
monetization,1,4012
httpsenwikipediaorgwikicrowdfunding,1,4013
brabham,1,4014
england,1,4015
COMP4141,1,4016
encryptions,1,4017
elliptic,1,4018
curve,1,4019
ecdlp,1,4020
ecdsa,1,4021
sha,1,4022
ripemd,1,4023
ant,1,4024
litecoin,1,4025
ethereum,1,4026
monero,1,4027
zcash,1,4028
advancedemerging,1,4029
internetmobile,1,4030
narayanan,1,4031
bonneau,1,4032
felten,1,4033
goldfeder,1,4034
liébanacabanillas,1,4035
nakajima,1,4036
masashi,1,4037
vigna,1,4038
casey,1,4039
picador,1,4040
antonopoulos,1,4041
mastering,1,4042
unlocking,1,4043
cryptocurrencies,1,4044
omahony,1,4045
peirce,1,4046
tewari,1,4047
COMP4142,1,4048
distribution,1,4049
wacc,1,4050
predictionforecasting,1,4051
discounted,1,4052
cash,1,4053
return,1,4054
sharpe,1,4055
ratio,1,4056
derivative,1,4057
walks,1,4058
itos,1,4059
blacksholes,1,4060
equations,1,4061
hedging,1,4062
europeanamerican,1,4063
option,1,4064
binomial,1,4065
crr,1,4066
greek,1,4067
letters,1,4068
forecast,1,4069
lecturetutorialpaperreadingdiscussion,1,4070
stipulated,1,4071
kosowski,1,4072
neftci,1,4073
salih,1,4074
seydel,1,4075
rudiger,1,4076
springerverlag,1,4077
ugur,1,4078
omur,1,4079
imperial,1,4080
george,1,4081
pricing,1,4082
instruments,1,4083
elsevier,1,4084
moshe,1,4085
haim,1,4086
solomon,1,4087
sorin,1,4088
microscopic,1,4089
hohn,1,4090
futures,1,4091
derivatives,1,4092
mckinney,1,4093
wes,1,4094
COMP4146,1,4095
encompassing,1,4096
configuring,1,4097
wan,1,4098
classful,1,4099
subnet,1,4100
multihome,1,4101
rarp,1,4102
supernetting,1,4103
assigning,1,4104
classless,1,4105
slash,1,4106
icmp,1,4107
termination,1,4108
creditbased,1,4109
silly,1,4110
syndrome,1,4111
nagles,1,4112
timers,1,4113
timeouts,1,4114
slowstart,1,4115
multiplicative,1,4116
decrease,1,4117
additive,1,4118
transitions,1,4119
indirect,1,4120
interior,1,4121
exterior,1,4122
rip,1,4123
bgp,1,4124
border,1,4125
routers,1,4126
dijkstras,1,4127
mib,1,4128
smi,1,4129
snmp,1,4130
traps,1,4131
nton,1,4132
unicast,1,4133
igmp,1,4134
dvmp,1,4135
cbt,1,4136
mospf,1,4137
pim,1,4138
bootp,1,4139
dhcp,1,4140
name,1,4141
inverse,1,4142
smtp,1,4143
pop,1,4144
imap,1,4145
vpn,1,4146
header,1,4147
encapsulating,1,4148
payload,1,4149
esp,1,4150
nat,1,4151
several,1,4152
capture,1,4153
inspecting,1,4154
applicationlevel,1,4155
collectively,1,4156
kurose,1,4157
andrew,1,4158
ieeeacm,1,4159
magazine,1,4160
COMP4322,1,4161
detect,1,4162
dissect,1,4163
wep,1,4164
wpawpa,1,4165
taxonomy,1,4166
byod,1,4167
tutorialslabworkshops,1,4168
boudriga,1,4169
noureddine,1,4170
dubey,1,4171
abhishek,1,4172
misra,1,4173
anmol,1,4174
dwivedi,1,4175
himanshu,1,4176
clark,1,4177
thiel,1,4178
blazakis,1,4179
dion,1,4180
daizovi,1,4181
dino,1,4182
esser,1,4183
iozzo,1,4184
vincenzo,1,4185
weinmann,1,4186
ralfphilipp,1,4187
traynor,1,4188
mcdaniel,1,4189
porta,1,4190
forsberg,1,4191
horn,1,4192
günther,1,4193
moeller,1,4194
wolfdietrich,1,4195
niemi,1,4196
valtteri,1,4197
lte,1,4198
buttyán,1,4199
levente,1,4200
hubaux,1,4201
jeanpierre,1,4202
cooperation,1,4203
usenix,1,4204
isoc,1,4205
ieeeifip,1,4206
intrusions,1,4207
annual,1,4208
chell,1,4209
dominic,1,4210
erasmus,1,4211
tyrone,1,4212
colley,1,4213
shaun,1,4214
whitehouse,1,4215
ollie,1,4216
COMP4332,1,4217
secretkey,1,4218
oneway,1,4219
nonrepudiation,1,4220
tunnels,1,4221
internetwide,1,4222
today,1,4223
denial,1,4224
ofservice,1,4225
insecurity,1,4226
symmetric,1,4227
linklayer,1,4228
kerberos,1,4229
pretty,1,4230
denialofservice,1,4231
botnet,1,4232
intrusion,1,4233
detectionprevention,1,4234
zwicky,1,4235
brent,1,4236
cheswick,1,4237
bellovin,1,4238
young,1,4239
yung,1,4240
moti,1,4241
stinson,1,4242
forouzan,1,4243
behrouz,1,4244
colin,1,4245
mathuria,1,4246
anish,1,4247
establishment,1,4248
COMP4334,1,4249
wellorganized,1,4250
classmates,1,4251
ubiquitouspervasive,1,4252
cellar,1,4253
wpan,1,4254
wman,1,4255
satellite,1,4256
transcoding,1,4257
caching,1,4258
disconnected,1,4259
hording,1,4260
handoff,1,4261
plmn,1,4262
locationbased,1,4263
gis,1,4264
trendy,1,4265
schiller,1,4266
jochen,1,4267
mallick,1,4268
martyn,1,4269
kwok,1,4270
yukwong,1,4271
ricky,1,4272
lau,1,4273
vincent,1,4274
interoperability,1,4275
wileyieee,1,4276
agrawal,1,4277
dharma,1,4278
qingan,1,4279
bfar,1,4280
reza,1,4281
COMP4342,1,4282
proficiency,1,4283
enlarge,1,4284
displays,1,4285
pipeline,1,4286
gpus,1,4287
frame,1,4288
buffers,1,4289
polygon,1,4290
geometric,1,4291
twodimensional,1,4292
clipping,1,4293
visible,1,4294
surface,1,4295
illumination,1,4296
currently,1,4297
framebuffer,1,4298
drawings,1,4299
exposition,1,4300
studio,1,4301
package,1,4302
artistic,1,4303
effects,1,4304
clarification,1,4305
amongst,1,4306
demonstrable,1,4307
incorporated,1,4308
accounts,1,4309
serves,1,4310
marschner,1,4311
shirley,1,4312
cantor,1,4313
diego,1,4314
brandon,1,4315
webgl,1,4316
blender,1,4317
httpsdocsblenderorgmanualenlatestindexhtml,1,4318
hearn,1,4319
baker,1,4320
COMP4422,1,4321
smartphones,1,4322
infrared,1,4323
radars,1,4324
specialized,1,4325
sensors,1,4326
medical,1,4327
introduces,1,4328
avail,1,4329
sampling,1,4330
ultrasound,1,4331
photometric,1,4332
stereobased,1,4333
gradient,1,4334
descent,1,4335
backpropagation,1,4336
convolutional,1,4337
justify,1,4338
visionbased,1,4339
modifications,1,4340
forsyth,1,4341
ponce,1,4342
jean,1,4343
szeliski,1,4344
gonzalez,1,4345
rafael,1,4346
woods,1,4347
COMP4423,1,4348
addressed,1,4349
multiagent,1,4350
rooted,1,4351
arguments,1,4352
birth,1,4353
golden,1,4354
winter,1,4355
rationality,1,4356
backward,1,4357
uninformed,1,4358
heuristic,1,4359
climbing,1,4360
simulated,1,4361
annealing,1,4362
constraint,1,4363
satisfaction,1,4364
reinforcement,1,4365
stuart,1,4366
norvig,1,4367
pal,1,4368
sankar,1,4369
shiu,1,4370
negnevitsky,1,4371
COMP4431,1,4372
preferred,1,4373
previous,1,4374
intelligencedata,1,4375
notions,1,4376
impactful,1,4377
intuitions,1,4378
cutting,1,4379
crossvalidation,1,4380
curse,1,4381
biasvariance,1,4382
dilemma,1,4383
parametric,1,4384
nonparametric,1,4385
spectral,1,4386
densitybased,1,4387
autoencoder,1,4388
embedding,1,4389
boosting,1,4390
handwriting,1,4391
mnist,1,4392
descriptions,1,4393
eigenface,1,4394
applicational,1,4395
classgroup,1,4396
afterclass,1,4397
testquiz,1,4398
dealing,1,4399
endofterm,1,4400
lecturetutoriallab,1,4401
hastie,1,4402
tibshirani,1,4403
friedman,1,4404
shalevshwartz,1,4405
bendavid,1,4406
bousquet,1,4407
boucheron,1,4408
lugosi,1,4409
mohri,1,4410
rostamizadeh,1,4411
talwalkar,1,4412
vapnik,1,4413
amended,1,4414
COMP4432,1,4415
clean,1,4416
consistent,1,4417
repository,1,4418
utilize,1,4419
publicdomain,1,4420
ways,1,4421
star,1,4422
snowflake,1,4423
metadata,1,4424
marts,1,4425
cleansing,1,4426
replicated,1,4427
derived,1,4428
olap,1,4429
multidimensional,1,4430
cube,1,4431
apriori,1,4432
interestingness,1,4433
nearest,1,4434
neighbor,1,4435
condorset,1,4436
dependent,1,4437
subsequence,1,4438
prediction,1,4439
clusters,1,4440
collected,1,4441
minimize,1,4442
kills,1,4443
documentations,1,4444
drawn,1,4445
modernday,1,4446
mine,1,4447
bases,1,4448
tackled,1,4449
oracles,1,4450
ibms,1,4451
lectureslaboratory,1,4452
kcc,1,4453
manuals,1,4454
inmon,1,4455
strauss,1,4456
neushloss,1,4457
genia,1,4458
golfarelli,1,4459
matteo,1,4460
rizzi,1,4461
stefano,1,4462
rokach,1,4463
lior,1,4464
maimon,1,4465
oded,1,4466
ian,1,4467
eibe,1,4468
westphal,1,4469
criminal,1,4470
cox,1,4471
earl,1,4472
bing,1,4473
hyperlinks,1,4474
berlin,1,4475
heidelberg,1,4476
tsiptsis,1,4477
konstantinos,1,4478
chorianopoulos,1,4479
antonios,1,4480
han,1,4481
jiawei,1,4482
kamber,1,4483
micheline,1,4484
shapiro,1,4485
insurance,1,4486
COMP4433,1,4487
ama,1,4488
velocity,1,4489
variety,1,4490
inadequate,1,4491
store,1,4492
eventual,1,4493
consistency,1,4494
mongodb,1,4495
bigtable,1,4496
autoparallel,1,4497
hive,1,4498
fruad,1,4499
benfords,1,4500
heteroskedasticity,1,4501
diameter,1,4502
centrality,1,4503
pagerank,1,4504
triangle,1,4505
tutorialslaboratory,1,4506
dolan,1,4507
jcb,1,4508
dunlap,1,4509
hellerstein,1,4510
welton,1,4511
mad,1,4512
rajaraman,1,4513
anand,1,4514
jeffery,1,4515
massive,1,4516
datasets,1,4517
stonebraker,1,4518
abadi,1,4519
dewitt,1,4520
madden,1,4521
paulson,1,4522
pavlo,1,4523
rasin,1,4524
foes,1,4525
dean,1,4526
ghemawat,1,4527
sanjay,1,4528
flexible,1,4529
lin,1,4530
jimmy,1,4531
dyer,1,4532
dataintensive,1,4533
claypool,1,4534
cattell,1,4535
scalable,1,4536
stores,1,4537
elmagarmid,1,4538
ahmed,1,4539
ipeirotis,1,4540
panagiotis,1,4541
verykios,1,4542
vassilios,1,4543
duplicate,1,4544
koudas,1,4545
sarawagi,1,4546
srivastava,1,4547
hothorn,1,4548
torsten,1,4549
everitt,1,4550
brian,1,4551
chapter,1,4552
leaderboard,1,4553
kaggle,1,4554
competition,1,4555
quinlan,1,4556
ghosh,1,4557
domingos,1,4558
pedro,1,4559
alpaydin,1,4560
ethem,1,4561
haykin,1,4562
hanaran,1,4563
pat,1,4564
enthusiasts,1,4565
heer,1,4566
bostock,1,4567
ogievetsky,1,4568
zoo,1,4569
COMP4434,1,4570
measured,1,4571
notion,1,4572
errors,1,4573
faults,1,4574
hazard,1,4575
elimination,1,4576
masking,1,4577
containment,1,4578
reconfiguration,1,4579
ecommence,1,4580
espionage,1,4581
ikp,1,4582
chains,1,4583
emergency,1,4584
timetabled,1,4585
knight,1,4586
faster,1,4587
cheaper,1,4588
musa,1,4589
authorhouse,1,4590
COMP4435,1,4591
qian,1,4592
haring,1,4593
cao,1,4594
rodriguez,1,4595
fischer,1,4596
smolski,1,4597
linuxr,1,4598
powerpc,1,4599
cyao,1,4600
pender,1,4601
weekend,1,4602
barr,1,4603
COMP4438,1,4604
developers,1,4605
easily,1,4606
satisfy,1,4607
inhibitors,1,4608
transactional,1,4609
contentbased,1,4610
agility,1,4611
traffic,1,4612
qualityofservice,1,4613
provision,1,4614
middlewarebased,1,4615
understandingapplication,1,4616
skillstechniques,1,4617
aim,1,4618
bookspapers,1,4619
puder,1,4620
romer,1,4621
pilhofer,1,4622
volter,1,4623
kircher,1,4624
zdun,1,4625
remoting,1,4626
emmerich,1,4627
tpds,1,4628
doa,1,4629
COMP4441,1,4630
focusing,1,4631
underpinnings,1,4632
led,1,4633
underpinning,1,4634
cloudoriented,1,4635
migrating,1,4636
incremental,1,4637
resolving,1,4638
provisioning,1,4639
scalability,1,4640
multitenancy,1,4641
heterogeneity,1,4642
containerization,1,4643
serviceorientation,1,4644
soa,1,4645
msa,1,4646
devops,1,4647
sdn,1,4648
representative,1,4649
cloudfront,1,4650
composite,1,4651
iot,1,4652
comprised,1,4653
connects,1,4654
minidiscussions,1,4655
leverage,1,4656
chellammal,1,4657
surianarayanan,1,4658
pethuru,1,4659
chelliah,1,4660
architect,1,4661
handed,1,4662
posted,1,4663
lpu,1,4664
COMP4442,1,4665
purchase,1,4666
alliances,1,4667
licenses,1,4668
pooling,1,4669
economics,1,4670
governing,1,4671
ebooks,1,4672
films,1,4673
television,1,4674
generations,1,4675
restrictive,1,4676
licensing,1,4677
agreements,1,4678
obfuscation,1,4679
steganography,1,4680
traitortracing,1,4681
opposition,1,4682
alternatives,1,4683
adobe,1,4684
adept,1,4685
fairplay,1,4686
ubisoft,1,4687
uplay,1,4688
bouchoux,1,4689
union,1,4690
httpseuipoeuropaeuknowledgecourseviewphpid,1,4691
wipo,1,4692
httpwwwwipoint,1,4693
COMP4512,1,4694
polyus,1,4695
seeks,1,4696
states,1,4697
fintechrelated,1,4698
varied,1,4699
shaping,1,4700
currency,1,4701
long,1,4702
progressively,1,4703
enquirers,1,4704
passive,1,4705
learners,1,4706
accruing,1,4707
tutorialsseminars,1,4708
advancedparticular,1,4709
reproducible,1,4710
visionaries,1,4711
schulte,1,4712
creditdriven,1,4713
advent,1,4714
tavlas,1,4715
tolga,1,4716
tips,1,4717
disruptors,1,4718
odame,1,4719
jubi,1,4720
gloria,1,4721
corporate,1,4722
financing,1,4723
realization,1,4724
itil,1,4725
capacity,1,4726
freniq,1,4727
taylor,1,4728
bloomberg,1,4729
bna,1,4730
khanna,1,4731
ayesha,1,4732
straight,1,4733
guides,1,4734
COMP4531,1,4735
structured,1,4736
physically,1,4737
continuation,1,4738
monthly,1,4739
himher,1,4740
wellwritten,1,4741
inclusive,1,4742
preliminary,1,4743
prototype,1,4744
pilot,1,4745
whichever,1,4746
described,1,4747
regularly,1,4748
obvious,1,4749
concluding,1,4750
twostaged,1,4751
panels,1,4752
necessarily,1,4753
identical,1,4754
sem,1,4755
weighing,1,4756
seminarspresentationsclass,1,4757
attending,1,4758
COMP4911,1,4759
supervisors,1,4760
sponsor,1,4761
teampartners,1,4762
assessors,1,4763
ranjit,1,4764
carol,1,4765
namgi,1,4766
kjell,1,4767
erik,1,4768
rae,1,4769
reinhart,1,4770
giving,1,4771
michigan,1,4772
hogue,1,4773
ann,1,4774
lenore,1,4775
COMP4913,1,4776
calendar,1,4777
spreads,1,4778
curriculum,1,4779
extends,1,4780
september,1,4781
extension,1,4782
rejected,1,4783
rewritten,1,4784
resubmitted,1,4785
deemed,1,4786
groupbased,1,4787
COMP4921,1,4788
